72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
72.0394668579	59628.3085938
73.0402374268	59638.1054688
86.7313995361	59774.5273438
108.43813324	59978.65625
135.419128418	60150.5351562
177.433135986	60335.875
227.220153809	60507.0429688
272.207946777	60632.7070312
316.027923584	60779.5195312
356.827697754	60948.8359375
375.019836426	61073.5585938
378.15725708	61120.3203125
378.316864014	61122.9921875
378.333465576	61123.2148438
379.147338867	61134.3476562
385.7605896	61224.4414062
401.156829834	61321.1679688
411.255371094	61373.9335938
412.981079102	61383.2460938
412.894775391	61382.5898438
412.894775391	61382.5898438
412.894775391	61382.5898438
412.894775391	61382.5898438
416.613189697	61400.5273438
442.113342285	61523.484375
466.781219482	61637.4960938
484.210968018	61720.1640625
524.630737305	61916.9726562
600.344177246	62260.8632812
690.311340332	62623.4765625
787.74987793	62994.3125
896.742675781	63396.5507812
1010.01599121	63823.0859375
1136.81066895	64274.7890625
1284.91638184	64788.9960938
1455.44824219	65279.53125
1655.78833008	65789.890625
1858.63623047	66264.140625
2036.63098145	66705.1953125
2201.98657227	67110.359375
2364.96459961	67495.6328125
2537.9074707	67901.8046875
2726.1159668	68328.4765625
2926.71240234	68780.1953125
3150.81567383	69252.703125
3409.43701172	69735.0703125
3702.62719727	70220.890625
4013.45703125	70704.875
4313.65136719	71153.421875
4624.60009766	71545.0
4966.83837891	71836.171875
5365.67431641	72024.359375
5830.40771484	72089.75
6264.34667969	72025.890625
6683.47265625	71883.34375
7063.22900391	71656.8359375
7391.90625	71364.8515625
7703.00048828	71048.4140625
7984.35546875	70713.40625
8255.5546875	70368.4921875
8550.82226562	70011.0234375
8799.83886719	69569.4296875
9050.25488281	69203.4140625
9296.64550781	68837.0390625
9516.80957031	68493.125
9713.78320312	68171.46875
9887.72460938	67869.609375
10052.796875	67568.5859375
10220.3085938	67244.328125
10390.734375	66889.6328125
10561.0947266	66506.90625
10732.2539062	66097.2734375
10898.0634766	65677.0234375
11040.9873047	65239.1757812
11075.6630859	64760.4257812
10979.7363281	64280.1445312
10824.8730469	63827.2226562
10643.7490234	63405.5507812
10358.8710938	63071.5664062
9997.16210938	62796.7890625
9538.91503906	62570.8125
9111.89160156	62392.6601562
8756.40722656	62231.1992188
8419.92773438	62092.15625
8058.11962891	61956.484375
7666.86669922	61824.6679688
7246.07714844	61703.3398438
6783.71240234	61601.5429688
6297.72363281	61525.0117188
5798.00537109	61473.9804688
5288.85791016	61443.9960938
4774.94775391	61432.6601562
4288.23046875	61449.7226562
3819.25170898	61489.5195312
3355.77319336	61550.4960938
2896.17993164	61633.1132812
2399.28173828	61749.9453125
1956.27636719	61906.25
1529.13513184	62105.1210938
1116.71508789	62360.7304688
716.012023926	62682.7148438
325.949920654	63080.1484375
-51.7828140259	63530.6835938
-413.289489746	63996.46875
-765.174072266	64498.890625
-1055.41162109	65060.2304688
-1253.36865234	65668.25
-1312.38085938	66237.7734375
-1307.61608887	66745.9921875
-1254.4543457	67223.7421875
-1163.59667969	67736.0390625
-1019.76989746	68197.2109375
-810.62121582	68659.203125
-547.868041992	69128.34375
-173.841094971	69662.71875
136.299835205	70174.7890625
430.984039307	70580.5703125
766.922485352	70988.453125
1136.95629883	71425.25
1508.34033203	71801.15625
1919.22790527	72117.6171875
2370.22998047	72277.015625
2802.90258789	72287.46875
3138.36474609	72227.34375
3456.00170898	72123.0703125
3787.10473633	71963.3203125
4031.37475586	71788.7265625
4189.99951172	71634.3359375
4281.26660156	71528.78125
4353.56738281	71435.703125
4440.30712891	71319.4296875
4508.50195312	71233.7578125
4538.63427734	71196.6953125
4540.66259766	71194.421875
4540.31542969	71194.703125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
4540.83837891	71194.28125
