0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
-3.54320287704	6.19702720642
-59.9745368958	100.771537781
-183.965835571	288.406097412
-351.494781494	486.64743042
-528.743347168	650.182495117
-762.385742188	824.986877441
-1064.11120605	1035.54943848
-1335.62280273	1261.78869629
-1524.31738281	1450.78686523
-1649.17004395	1577.36364746
-1773.91955566	1683.84802246
-1949.32861328	1828.83813477
-2104.56665039	1951.13269043
-2250.16796875	2057.55371094
-2362.40869141	2134.55664062
-2447.23925781	2184.57275391
-2555.67358398	2244.17822266
-2738.64941406	2351.58007812
-2970.49609375	2505.27416992
-3172.70776367	2648.92773438
-3382.90722656	2798.2980957
-3615.34912109	2985.56958008
-3801.70922852	3185.91210938
-3933.90063477	3349.43066406
-4047.56762695	3497.22094727
-4147.55419922	3638.3059082
-4236.18164062	3769.48925781
-4320.16748047	3886.09423828
-4399.98144531	3992.90991211
-4515.25292969	4139.67480469
-4676.57177734	4345.69433594
-4867.57421875	4565.68359375
-5044.09472656	4734.47949219
-5276.63964844	4893.59619141
-5548.69824219	5027.35449219
-5776.80957031	5081.57519531
-5927.50830078	5065.08740234
-6030.60888672	5011.82324219
-6152.80126953	4943.39892578
-6283.22412109	4894.64746094
-6392.328125	4872.89941406
-6523.97167969	4842.64453125
-6672.53613281	4790.17480469
-6840.07421875	4716.234375
-7022.57568359	4618.72265625
-7223.01318359	4490.56591797
-7458.47265625	4304.34570312
-7713.31982422	4050.94091797
-7933.06835938	3812.34887695
-8084.50878906	3613.9440918
-8205.92773438	3342.04370117
-8302.74902344	3014.3137207
-8358.05371094	2746.54370117
-8393.82324219	2540.03759766
-8455.45117188	2322.25195312
-8550.31152344	2135.89599609
-8631.84082031	2002.02697754
-8743.8984375	1839.70556641
-8930.87792969	1630.90905762
-9145.703125	1394.92993164
-9309.8125	1169.67272949
-9472.75878906	931.930541992
-9625.8671875	711.184570312
-9753.43164062	516.755737305
-9875.48535156	330.055908203
-10006.8710938	131.682754517
-10162.3535156	-99.4306564331
-10349.2539062	-364.308654785
-10576.6943359	-657.366455078
-10843.4902344	-970.715576172
-11145.1689453	-1313.91381836
-11467.1181641	-1658.66174316
-11785.9580078	-1982.34472656
-12069.8134766	-2281.75610352
-12345.5048828	-2568.70214844
-12625.5888672	-2850.07177734
-12912.0732422	-3137.15942383
-13197.4892578	-3429.53369141
