###Index	Enc	Ang

408	10098	-37.520072937
408	10111	-37.520072937
408	10111	-37.520072937
409	10123	-37.520072937
409	10135	-37.520072937
409	10145	-37.520072937
409	10158	-37.520072937
409	10158	-37.520072937
409	10171	-37.520072937
409	10183	-37.520072937
410	10195	-37.520072937
411	10208	-37.520072937
411	10221	-37.520072937
411	10234	-37.520072937
411	10234	-37.520072937
411	10248	-37.520072937
411	10262	-37.520072937
411	10277	-37.520072937
412	10277	-37.744556427
412	10291	-37.744556427
412	10308	-37.744556427
412	10308	-37.744556427
412	10324	-37.744556427
412	10338	-37.744556427
413	10354	-37.9638214111
413	10354	-37.9638214111
413	10368	-37.9638214111
414	10383	-37.9638214111
414	10383	-37.9638214111
415	10396	-37.9638214111
415	10410	-37.9638214111
415	10426	-37.9638214111
415	10440	-37.9638214111
415	10440	-37.9638214111
415	10468	-37.9638214111
416	10481	-37.9638214111
417	10498	-38.1830825806
417	10511	-38.1830825806
417	10524	-38.1830825806
417	10538	-38.1830825806
417	10600	-38.1830825806
418	10614	-38.1830825806
418	10614	-38.1830825806
419	10640	-38.1830825806
419	10652	-38.1830825806
420	10680	-38.1830825806
420	10694	-38.1830825806
421	10706	-38.1830825806
422	10733	-38.1830825806
422	10746	-38.1830825806
423	10771	-38.1830825806
423	10784	-38.1830825806
423	10797	-38.1830825806
423	10809	-38.1830825806
423	10809	-38.1830825806
424	10823	-38.1830825806
424	10852	-38.1830825806
425	10865	-38.1830825806
425	10878	-38.1830825806
425	10892	-38.1830825806
426	10922	-38.1830825806
426	10937	-38.1830825806
426	10951	-38.1830825806
426	10966	-38.1830825806
428	10983	-38.1830825806
429	10998	-38.1830825806
429	11026	-38.1830825806
429	11026	-38.1830825806
430	11041	-38.1830825806
430	11058	-38.1830825806
430	11058	-38.1830825806
431	11074	-38.40234375
431	11089	-38.40234375
431	11089	-38.40234375
432	11104	-38.40234375
432	11119	-38.40234375
432	11136	-38.40234375
433	11151	-38.40234375
433	11167	-38.40234375
433	11167	-38.40234375
433	11183	-38.40234375
433	11198	-38.40234375
433	11198	-38.40234375
433	11216	-38.40234375
434	11231	-38.40234375
435	11262	-38.40234375
435	11262	-38.40234375
435	11277	-38.40234375
436	11296	-38.40234375
436	11296	-38.40234375
437	11311	-38.40234375
437	11326	-38.40234375
437	11342	-38.40234375
437	11358	-38.40234375
438	11358	-38.40234375
438	11376	-38.40234375
438	11390	-38.40234375
439	11406	-38.40234375
439	11406	-38.40234375
440	11419	-38.40234375
440	11433	-38.40234375
440	11451	-38.40234375
440	11451	-38.40234375
441	11465	-38.40234375
441	11478	-38.40234375
441	11493	-38.40234375
443	11506	-38.40234375
443	11519	-38.40234375
443	11533	-38.40234375
444	11533	-38.40234375
444	11549	-38.40234375
444	11564	-38.40234375
444	11564	-38.40234375
445	11591	-38.40234375
445	11591	-38.40234375
445	11607	-38.40234375
446	11622	-38.40234375
446	11639	-38.40234375
446	11653	-38.40234375
448	11670	-38.40234375
449	11698	-38.40234375
449	11713	-38.40234375
449	11728	-38.40234375
450	11745	-38.40234375
450	11760	-38.40234375
450	11774	-38.40234375
450	11791	-38.40234375
451	11824	-38.40234375
451	11839	-38.40234375
452	11856	-38.40234375
452	11873	-38.40234375
453	11888	-38.40234375
453	11888	-38.40234375
453	11906	-38.40234375
454	11922	-38.40234375
454	11937	-38.40234375
454	11955	-38.40234375
454	11971	-38.40234375
454	11971	-38.40234375
454	11990	-38.40234375
455	12006	-38.40234375
455	12023	-38.40234375
455	12039	-38.40234375
455	12054	-38.40234375
455	12069	-38.40234375
456	12104	-38.40234375
457	12139	-38.40234375
457	12139	-38.40234375
458	12155	-38.40234375
458	12171	-38.40234375
458	12189	-38.40234375
459	12207	-38.40234375
459	12224	-38.40234375
460	12242	-38.40234375
460	12258	-38.40234375
460	12273	-38.40234375
460	12290	-38.40234375
460	12290	-38.40234375
461	12306	-38.40234375
461	12321	-38.40234375
461	12339	-38.40234375
461	12354	-38.40234375
462	12354	-38.40234375
462	12373	-38.40234375
462	12388	-38.40234375
463	12407	-38.40234375
463	12424	-38.40234375
465	12471	-38.40234375
466	12485	-38.40234375
466	12501	-38.40234375
467	12516	-38.40234375
467	12533	-38.40234375
468	12547	-38.40234375
468	12561	-38.40234375
468	12574	-38.40234375
468	12589	-38.40234375
470	12603	-38.40234375
470	12615	-38.40234375
470	12615	-38.40234375
471	12629	-38.40234375
471	12641	-38.40234375
471	12655	-38.40234375
471	12668	-38.40234375
472	12682	-38.40234375
472	12682	-38.40234375
472	12695	-38.40234375
472	12707	-38.40234375
473	12731	-38.40234375
473	12731	-38.40234375
473	12755	-38.40234375
473	12767	-38.40234375
473	12778	-38.40234375
473	12790	-38.40234375
473	12800	-38.40234375
474	12811	-38.40234375
474	12822	-38.40234375
474	12833	-38.40234375
475	12854	-38.40234375
475	12865	-38.40234375
475	12877	-38.40234375
476	12887	-38.40234375
476	12897	-38.40234375
476	12916	-38.40234375
476	12925	-38.40234375
476	12935	-38.40234375
476	12946	-38.40234375
476	12956	-38.40234375
477	12965	-38.40234375
477	12986	-38.40234375
477	12997	-38.40234375
477	13007	-38.40234375
478	13017	-38.40234375
478	13028	-38.40234375
478	13038	-38.40234375
478	13038	-38.40234375
479	13061	-38.40234375
479	13061	-38.40234375
479	13072	-38.40234375
479	13084	-38.40234375
479	13084	-38.40234375
480	13107	-38.40234375
480	13107	-38.40234375
480	13117	-38.40234375
480	13130	-38.40234375
480	13141	-38.40234375
480	13141	-38.40234375
480	13155	-38.40234375
480	13167	-38.40234375
480	13167	-38.40234375
480	13192	-38.40234375
480	13205	-38.40234375
480	13216	-38.40234375
480	13216	-38.40234375
480	13230	-38.40234375
480	13244	-38.40234375
480	13244	-38.40234375
480	13258	-38.40234375
480	13272	-38.40234375
480	13287	-38.40234375
480	13301	-38.40234375
480	13314	-38.40234375
480	13327	-38.40234375
480	13340	-38.40234375
480	13354	-38.40234375
480	13368	-38.40234375
480	13381	-38.40234375
480	13396	-38.40234375
480	13410	-38.40234375
480	13426	-38.40234375
480	13440	-38.40234375
480	13453	-38.40234375
480	13467	-38.40234375
480	13467	-38.40234375
480	13483	-38.40234375
480	13497	-38.40234375
480	13512	-38.40234375
480	13526	-38.40234375
480	13538	-38.40234375
480	13553	-38.40234375
480	13553	-38.40234375
480	13567	-38.40234375
480	13583	-38.40234375
480	13596	-38.40234375
480	13609	-38.40234375
481	13609	-38.40234375
481	13624	-38.40234375
481	13638	-38.40234375
481	13638	-38.40234375
481	13652	-38.40234375
482	13669	-38.40234375
482	13683	-38.40234375
482	13683	-38.40234375
483	13697	-38.40234375
483	13712	-38.40234375
483	13727	-38.40234375
483	13742	-38.40234375
484	13742	-38.40234375
484	13759	-38.40234375
485	13773	-38.40234375
485	13788	-38.40234375
485	13788	-38.40234375
485	13806	-38.40234375
485	13824	-38.40234375
486	13841	-38.40234375
486	13859	-38.40234375
487	13876	-38.40234375
487	13892	-38.40234375
487	13910	-38.40234375
489	13945	-38.40234375
489	13961	-38.40234375
490	13996	-38.40234375
490	14015	-38.40234375
490	14034	-38.40234375
491	14052	-38.40234375
491	14074	-38.40234375
491	14091	-38.40234375
491	14126	-38.40234375
492	14142	-38.40234375
492	14182	-38.40234375
493	14200	-38.40234375
493	14218	-38.40234375
494	14238	-38.40234375
495	14274	-38.40234375
495	14274	-38.40234375
495	14298	-38.40234375
495	14317	-38.40234375
495	14335	-38.40234375
495	14353	-38.40234375
495	14353	-38.40234375
496	14393	-38.40234375
496	14412	-38.40234375
497	14428	-38.40234375
497	14446	-38.40234375
498	14465	-38.40234375
498	14482	-38.40234375
498	14498	-38.40234375
498	14498	-38.40234375
499	14518	-38.40234375
499	14536	-38.40234375
500	14555	-38.40234375
500	14571	-38.40234375
500	14588	-38.40234375
500	14603	-38.40234375
500	14619	-38.40234375
501	14634	-38.40234375
502	14663	-38.40234375
502	14663	-38.40234375
502	14680	-38.40234375
502	14693	-38.40234375
502	14706	-38.40234375
502	14706	-38.40234375
502	14718	-38.40234375
502	14730	-38.40234375
502	14742	-38.40234375
502	14756	-38.40234375
503	14781	-38.40234375
503	14781	-38.40234375
503	14793	-38.40234375
504	14816	-38.40234375
504	14828	-38.40234375
504	14850	-38.40234375
505	14860	-38.40234375
505	14870	-38.40234375
505	14883	-38.40234375
505	14894	-38.40234375
510	15036	-38.8460922241
511	15046	-38.8460922241
512	15066	-38.8460922241
512	15077	-38.8460922241
513	15085	-38.8460922241
513	15095	-38.8460922241
515	15114	-38.8460922241
515	15124	-38.8460922241
515	15134	-38.8460922241
516	15153	-38.8460922241
517	15163	-39.0653533936
517	15173	-39.0653533936
519	15183	-39.0653533936
519	15204	-39.0653533936
520	15215	-39.0653533936
521	15236	-39.2898368835
521	15259	-39.2898368835
523	15281	-39.2898368835
523	15303	-39.2898368835
525	15315	-39.2898368835
525	15339	-39.2898368835
527	15375	-39.2898368835
528	15402	-39.2898368835
531	15486	-39.5091018677
532	15501	-39.5091018677
533	15516	-39.7283630371
534	15535	-39.7283630371
535	15550	-39.7283630371
536	15569	-39.7283630371
537	15604	-39.7283630371
538	15640	-39.7283630371
539	15696	-39.7283630371
544	15752	-39.7283630371
544	15769	-39.7283630371
546	15787	-39.7283630371
547	15804	-39.7283630371
548	15839	-39.7283630371
549	15855	-39.7283630371
549	15873	-39.7283630371
549	15908	-39.7283630371
550	15924	-39.7283630371
553	15960	-39.7283630371
553	15960	-39.7283630371
556	15996	-39.7283630371
556	15996	-39.7283630371
557	16012	-39.7283630371
558	16031	-39.7283630371
559	16061	-39.7283630371
560	16061	-39.7283630371
562	16095	-39.7283630371
563	16111	-39.7283630371
563	16130	-39.7283630371
566	16144	-39.7283630371
566	16159	-39.7283630371
566	16176	-39.7283630371
566	16176	-39.7283630371
567	16208	-39.7283630371
569	16224	-39.7283630371
570	16239	-39.7283630371
570	16255	-39.7283630371
572	16286	-39.7283630371
572	16301	-39.7283630371
576	16361	-39.5091018677
576	16376	-39.5091018677
576	16390	-39.5091018677
578	16434	-39.2898368835
579	16448	-39.2898368835
579	16462	-39.2898368835
581	16476	-39.0653533936
582	16493	-39.0653533936
582	16506	-39.0653533936
583	16520	-39.0653533936
583	16533	-39.0653533936
584	16563	-38.8460922241
585	16589	-38.8460922241
585	16589	-38.8460922241
585	16603	-38.8460922241
585	16616	-38.8460922241
586	16641	-38.6268310547
588	16653	-38.6268310547
588	16666	-38.6268310547
590	16703	-38.6268310547
591	16716	-38.40234375
591	16730	-38.40234375
592	16742	-38.40234375
593	16756	-38.40234375
593	16768	-38.40234375
594	16792	-38.40234375
594	16792	-38.40234375
595	16819	-38.1830825806
595	16819	-38.1830825806
596	16843	-38.1830825806
596	16857	-38.1830825806
597	16870	-37.9638214111
597	16884	-37.9638214111
598	16898	-37.9638214111
598	16912	-37.9638214111
601	16938	-37.744556427
601	16938	-37.744556427
602	16965	-37.744556427
602	16980	-37.744556427
603	16996	-37.744556427
603	16996	-37.744556427
604	17027	-37.520072937
604	17041	-37.520072937
605	17054	-37.3008079529
605	17069	-37.3008079529
606	17084	-37.3008079529
606	17099	-37.3008079529
606	17114	-37.3008079529
607	17127	-37.0815467834
607	17127	-37.0815467834
607	17159	-37.0815467834
608	17176	-36.8570632935
609	17206	-36.8570632935
610	17222	-36.6377983093
610	17243	-36.6377983093
610	17257	-36.6377983093
610	17272	-36.6377983093
611	17288	-36.1992759705
611	17305	-36.1992759705
613	17337	-36.1992759705
615	17371	-35.7555274963
615	17387	-35.7555274963
615	17403	-35.7555274963
616	17437	-35.5362663269
617	17469	-35.3170013428
618	17503	-35.0925178528
619	17567	-35.0925178528
621	17611	-34.6539916992
622	17625	-34.4295082092
623	17654	-34.2102470398
624	17687	-34.2102470398
625	17730	-33.9909820557
625	17730	-33.9909820557
625	17746	-33.9909820557
625	17761	-33.9909820557
626	17761	-33.7717208862
626	17776	-33.7717208862
627	17790	-33.5472335815
627	17804	-33.5472335815
628	17820	-33.3279724121
628	17834	-33.3279724121
628	17849	-33.3279724121
629	17863	-33.3279724121
629	17863	-33.3279724121
630	17879	-33.1087112427
630	17892	-33.1087112427
631	17907	-32.8842277527
631	17921	-32.8842277527
631	17933	-32.8842277527
631	17948	-32.8842277527
633	17980	-32.6649627686
633	17994	-32.6649627686
634	18024	-32.6649627686
635	18036	-32.4457015991
635	18050	-32.4457015991
636	18062	-32.4457015991
636	18076	-32.4457015991
637	18090	-32.4457015991
637	18103	-32.4457015991
637	18116	-32.4457015991
637	18131	-32.4457015991
638	18145	-32.226436615
638	18158	-32.226436615
639	18171	-32.226436615
639	18171	-32.226436615
639	18184	-32.226436615
640	18211	-32.226436615
641	18224	-32.0019569397
641	18237	-32.0019569397
641	18250	-32.0019569397
641	18261	-32.0019569397
641	18274	-32.0019569397
642	18288	-32.0019569397
642	18313	-32.0019569397
643	18326	-32.0019569397
643	18337	-32.0019569397
643	18337	-32.0019569397
643	18352	-32.0019569397
643	18364	-32.0019569397
643	18377	-32.0019569397
643	18391	-32.0019569397
643	18404	-32.0019569397
643	18418	-32.0019569397
644	18430	-31.7826900482
644	18442	-31.7826900482
644	18455	-31.7826900482
645	18469	-31.7826900482
645	18482	-31.7826900482
646	18496	-31.7826900482
646	18514	-31.7826900482
647	18527	-31.7826900482
647	18541	-31.7826900482
648	18570	-31.7826900482
648	18583	-31.7826900482
649	18597	-31.7826900482
649	18615	-31.7826900482
650	18644	-31.7826900482
650	18659	-31.7826900482
650	18675	-31.7826900482
650	18692	-31.7826900482
651	18724	-31.7826900482
652	18743	-31.7826900482
652	18758	-31.7826900482
653	18789	-31.7826900482
653	18807	-31.7826900482
653	18807	-31.7826900482
654	18841	-31.7826900482
654	18855	-31.7826900482
655	18871	-31.7826900482
656	18888	-31.7826900482
656	18904	-31.7826900482
656	18918	-31.7826900482
656	18935	-31.7826900482
657	18952	-31.7826900482
657	18969	-31.7826900482
657	18985	-31.7826900482
658	19003	-31.7826900482
658	19019	-31.7826900482
659	19037	-31.7826900482
659	19068	-31.7826900482
661	19087	-31.7826900482
661	19103	-31.7826900482
662	19103	-31.7826900482
662	19136	-31.7826900482
662	19136	-31.7826900482
663	19166	-31.7826900482
663	19183	-31.7826900482
664	19198	-31.7826900482
664	19214	-31.7826900482
665	19229	-31.7826900482
665	19245	-31.7826900482
667	19260	-31.7826900482
667	19278	-31.7826900482
667	19294	-31.7826900482
668	19309	-31.7826900482
669	19340	-31.7826900482
669	19340	-31.7826900482
669	19370	-31.7826900482
670	19385	-31.7826900482
670	19402	-31.7826900482
671	19431	-31.7826900482
671	19431	-31.7826900482
672	19460	-31.7826900482
673	19474	-31.7826900482
673	19489	-31.7826900482
673	19504	-31.7826900482
675	19518	-31.7826900482
675	19536	-31.7826900482
675	19551	-31.7826900482
675	19551	-31.7826900482
675	19565	-31.7826900482
675	19580	-31.7826900482
675	19593	-31.7826900482
676	19609	-31.5634288788
676	19624	-31.5634288788
677	19639	-31.5634288788
677	19652	-31.5634288788
