Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	0	Ang:	1.10153543949
Index:	1	Enc:	1	Ang:	1.10153543949
Index:	1	Enc:	1	Ang:	1.10153543949
Index:	1	Enc:	1	Ang:	1.10153543949
Index:	1	Enc:	1	Ang:	1.10153543949
Index:	1	Enc:	1	Ang:	1.10153543949
Index:	1	Enc:	2	Ang:	1.10153543949
Index:	1	Enc:	2	Ang:	1.10153543949
Index:	1	Enc:	2	Ang:	1.10153543949
Index:	1	Enc:	3	Ang:	1.10153543949
Index:	1	Enc:	4	Ang:	1.10153543949
Index:	1	Enc:	4	Ang:	1.10153543949
Index:	1	Enc:	5	Ang:	1.10153543949
Index:	1	Enc:	8	Ang:	1.10153543949
Index:	1	Enc:	8	Ang:	1.10153543949
Index:	1	Enc:	10	Ang:	1.10153543949
Index:	1	Enc:	10	Ang:	1.10153543949
Index:	1	Enc:	12	Ang:	1.10153543949
Index:	2	Enc:	19	Ang:	1.32079851627
Index:	2	Enc:	19	Ang:	1.32079851627
Index:	2	Enc:	23	Ang:	1.32079851627
Index:	2	Enc:	28	Ang:	1.32079851627
Index:	2	Enc:	28	Ang:	1.32079851627
Index:	2	Enc:	34	Ang:	1.32079851627
Index:	2	Enc:	40	Ang:	1.32079851627
Index:	2	Enc:	40	Ang:	1.32079851627
Index:	2	Enc:	48	Ang:	1.32079851627
Index:	2	Enc:	56	Ang:	1.32079851627
Index:	2	Enc:	64	Ang:	1.32079851627
Index:	2	Enc:	64	Ang:	1.32079851627
Index:	2	Enc:	75	Ang:	1.32079851627
Index:	2	Enc:	75	Ang:	1.32079851627
Index:	2	Enc:	85	Ang:	1.32079851627
Index:	2	Enc:	97	Ang:	1.32079851627
Index:	2	Enc:	97	Ang:	1.32079851627
