0	0.0	0.0	5.95664453506	1.76454496384	-4.19209957122
1	2.0	2.0	1.54006147385	1.76454496384	0.22448348999
2	206.0	206.0	1.54006147385	1.54006147385	0.0
3	567.0	567.0	0.882272481918	0.882272481918	0.0
4	1090.0	1090.0	0.882272481918	0.882272481918	0.0
5	1622.0	1622.0	0.657788932323	0.882272481918	0.224483549595
6	2057.0	2057.0	0.657788932323	0.882272481918	0.224483549595
7	2369.0	2369.0	0.657788932323	0.882272481918	0.224483549595
8	3075.0	3075.0	0.657788932323	0.882272481918	0.224483549595
9	3517.0	3517.0	0.657788932323	0.882272481918	0.224483549595
10	3896.0	3896.0	0.657788932323	0.882272481918	0.224483549595
11	4218.0	4218.0	0.657788932323	0.882272481918	0.224483549595
12	4563.0	4563.0	0.657788932323	0.882272481918	0.224483549595
13	4937.0	4937.0	0.657788932323	0.882272481918	0.224483549595
14	6227.0	6227.0	0.0	0.0	0.0
15	6530.0	6530.0	-0.882272481918	-1.32079851627	-0.438526034352
16	6896.0	6896.0	-1.54006147385	-1.32079851627	0.21926295758
17	7726.0	7726.0	-1.54006147385	-1.76454496384	-0.22448348999
18	8672.0	8672.0	-2.20307087898	-1.98380792141	0.21926295757
19	9092.0	9092.0	-2.20307087898	-1.98380792141	0.21926295757
20	10335.0	10335.0	-1.98380792141	-1.76454496384	0.21926295757
21	10726.0	10726.0	-1.98380792141	-1.76454496384	0.21926295757
22	11173.0	11173.0	-1.98380792141	-1.76454496384	0.21926295757
23	12737.0	12737.0	-1.98380792141	-1.98380792141	0.0
24	13182.0	13182.0	-2.20307087898	-1.98380792141	0.21926295757
25	13636.0	13636.0	-2.20307087898	-1.98380792141	0.21926295757
26	13991.0	13991.0	-1.98380792141	-1.76454496384	0.21926295757
27	14288.0	14288.0	-1.98380792141	-1.76454496384	0.21926295757
28	14642.0	14642.0	-1.98380792141	-1.76454496384	0.21926295757
29	15056.0	15056.0	-1.98380792141	-1.76454496384	0.21926295757
30	15532.0	15532.0	-1.98380792141	-1.76454496384	0.21926295757
31	16002.0	16002.0	-1.98380792141	-1.76454496384	0.21926295757
32	16320.0	16320.0	-1.98380792141	-1.76454496384	0.21926295757
33	16599.0	16599.0	-1.98380792141	-1.76454496384	0.21926295757
34	17440.0	17440.0	-1.98380792141	-1.76454496384	0.21926295757
35	17884.0	17884.0	-2.20307087898	-2.20307087898	0.0
36	18313.0	18313.0	-2.20307087898	-2.20307087898	0.0
37	18637.0	18637.0	-2.20307087898	-2.20307087898	0.0
38	18933.0	18933.0	-2.42755436897	-2.20307087898	0.22448348999
39	19352.0	19352.0	-2.42755436897	-2.20307087898	0.22448348999
40	19812.0	19812.0	-2.42755436897	-2.20307087898	0.22448348999
41	20724.0	20724.0	-2.86608052254	-2.86608052254	0.0
42	21040.0	21040.0	-2.86608052254	-2.86608052254	0.0
43	21350.0	21350.0	-3.0853433609	-2.86608052254	0.21926283836
44	21750.0	21750.0	-1.98380792141	-1.54006147385	0.44374644756
45	22226.0	22226.0	-1.76454496384	-1.54006147385	0.22448348999
46	22719.0	22719.0	-1.76454496384	-1.54006147385	0.22448348999
47	23072.0	23072.0	-2.20307087898	-2.20307087898	0.0
48	23337.0	23337.0	-2.20307087898	-2.20307087898	0.0
49	23692.0	23692.0	-2.42755436897	-2.20307087898	0.22448348999
50	24196.0	24196.0	-2.42755436897	-2.86608052254	-0.43852615357
51	25333.0	25333.0	-2.86608052254	-2.64681744576	0.21926307678
52	25675.0	25675.0	-2.86608052254	-2.64681744576	0.21926307678
53	26022.0	26022.0	-2.86608052254	-2.64681744576	0.21926307678
54	27025.0	27025.0	-2.86608052254	-2.86608052254	0.0
55	27709.0	27709.0	-2.86608052254	-2.86608052254	0.0
56	28279.0	28279.0	-3.74835276604	-3.97283625603	-0.22448348999
57	28622.0	28622.0	-4.19209957123	-3.97283625603	0.2192633152
58	28916.0	28916.0	-4.19209957123	-3.97283625603	0.2192633152
59	29343.0	29343.0	-4.41136264801	-4.85510873795	-0.44374608994
60	30249.0	30249.0	-4.85510873795	-4.85510873795	0.0
61	30717.0	30717.0	-7.06340026855	-7.72118902206	-0.65778875351
62	31133.0	31133.0	-7.94567251205	-7.72118902206	0.22448348999
63	31524.0	31524.0	-7.94567251205	-7.72118902206	0.22448348999
64	32852.0	32852.0	-10.1487436295	-9.92948055267	0.21926307683
65	33274.0	33274.0	-10.1487436295	-10.1487436295	0.0
66	33643.0	33643.0	-10.1487436295	-10.1487436295	0.0
67	34052.0	34052.0	-10.1487436295	-10.1487436295	0.0
68	34521.0	34521.0	-10.1487436295	-10.1487436295	0.0
69	34965.0	34965.0	-13.0200443268	-13.2393083572	-0.2192640304
70	35342.0	35342.0	-13.4637908936	-13.2393083572	0.2244825364
71	35760.0	35760.0	-13.4637908936	-13.2393083572	0.2244825364
72	36203.0	36203.0	-13.4637908936	-13.2393083572	0.2244825364
73	36851.0	36851.0	-14.5653266907	-14.5653266907	0.0
74	37251.0	37251.0	-14.7845897675	-14.5653266907	0.2192630768
75	37675.0	37675.0	-14.5653266907	-14.1268005371	0.4385261536
76	38155.0	38155.0	-14.3460636139	-14.1268005371	0.2192630768
77	38545.0	38545.0	-14.3460636139	-14.1268005371	0.2192630768
78	38862.0	38862.0	-14.3460636139	-14.1268005371	0.2192630768
79	39207.0	39207.0	-14.3460636139	-14.1268005371	0.2192630768
80	39629.0	39629.0	-14.3460636139	-14.1268005371	0.2192630768
81	40476.0	40476.0	-14.3460636139	-14.1268005371	0.2192630768
