Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	0	Ang:	1.76454496384
Index:	1	Enc:	1	Ang:	1.76454496384
Index:	1	Enc:	1	Ang:	1.76454496384
Index:	1	Enc:	1	Ang:	1.76454496384
Index:	1	Enc:	1	Ang:	1.76454496384
Index:	1	Enc:	2	Ang:	1.76454496384
Index:	1	Enc:	2	Ang:	1.76454496384
Index:	1	Enc:	2	Ang:	1.76454496384
Index:	1	Enc:	3	Ang:	1.76454496384
Index:	1	Enc:	5	Ang:	1.76454496384
Index:	1	Enc:	5	Ang:	1.76454496384
Index:	1	Enc:	7	Ang:	1.76454496384
Index:	2	Enc:	10	Ang:	1.76454496384
Index:	2	Enc:	13	Ang:	1.76454496384
Index:	2	Enc:	60	Ang:	1.76454496384
